iter	Logloss
0	0.6303177571
1	0.5800036432
2	0.5393974779
3	0.5058515348
4	0.4833972645
5	0.462498576
6	0.4460142932
7	0.4248739625
8	0.4082976007
9	0.3978056837
10	0.3893264283
11	0.377748468
12	0.3669675408
13	0.3590928449
14	0.3502795679
15	0.3433926668
16	0.3379359828
17	0.3318505418
18	0.3266088682
19	0.3194250736
20	0.3126059404
21	0.3083519343
22	0.3039900323
23	0.2982892219
24	0.2947287933
25	0.2886797875
26	0.2840072266
27	0.2800623015
28	0.2775355303
29	0.2686706593
30	0.2622849745
31	0.2597681921
32	0.2573313921
33	0.2535357987
34	0.2505405168
35	0.2463353774
36	0.2422936049
37	0.2360648312
38	0.2319057232
39	0.2288222675
40	0.2259445398
41	0.2238420191
42	0.2215591784
43	0.217155753
44	0.2143904204
45	0.2123995121
46	0.2106716535
47	0.2081330083
48	0.2064995857
49	0.2035450281
50	0.1997178863
51	0.1981609728
52	0.1960742107
53	0.1931368779
54	0.1914375636
55	0.1887490122
56	0.1867141047
57	0.184431445
58	0.1830836298
59	0.1815856511
60	0.1790195219
61	0.177763694
62	0.175191302
63	0.1732816441
64	0.1710319352
65	0.1697505478
66	0.1674976963
67	0.1656298455
68	0.1636898759
69	0.1624368314
70	0.1602228365
71	0.1573403027
72	0.1563273579
73	0.1547488249
74	0.1507573878
75	0.1501505869
76	0.1484043401
77	0.1473906807
78	0.1464185847
79	0.1453390498
80	0.1438315915
81	0.1426635435
82	0.1414906858
83	0.1405969656
84	0.1386099376
85	0.1364135512
86	0.134803845
87	0.1321571977
88	0.1304028247
89	0.1291624468
90	0.1283825567
91	0.1270232308
92	0.1253023525
93	0.1227767426
94	0.1217946692
95	0.120625137
96	0.119822164
97	0.1189577727
98	0.118098465
99	0.117371709
100	0.1165009784
101	0.1153383347
102	0.114731955
103	0.1140435644
104	0.1131048427
105	0.1112711544
106	0.1108165108
107	0.1100112845
108	0.109317624
109	0.1078488188
110	0.1071382019
111	0.1055586637
112	0.1050427963
113	0.1046812675
114	0.1029803304
115	0.1019711592
116	0.1011908603
117	0.1002748634
118	0.09939083431
119	0.09774210687
120	0.09692665689
121	0.09557233239
122	0.09503232466
123	0.09385471341
124	0.09340849216
125	0.09298650443
126	0.09237325191
127	0.09174064451
128	0.09088473297
129	0.08952062332
130	0.08840956939
131	0.08773100122
132	0.08710632085
133	0.08609054927
134	0.08555357207
135	0.0849791665
136	0.08442776888
137	0.08398085802
138	0.08343827466
139	0.08251754129
140	0.08201428608
141	0.08159484768
142	0.08106386821
143	0.08061865868
144	0.08006022241
145	0.07974318289
146	0.07927352153
147	0.07829869249
148	0.07714697369
149	0.07679831616
150	0.07584009565
151	0.07531441196
152	0.07494413846
153	0.07422657065
154	0.07374955815
155	0.07312422153
156	0.07265827957
157	0.07205251197
158	0.07091285415
159	0.06997971747
160	0.06901908967
161	0.0680078222
162	0.06760448361
163	0.06707942827
164	0.0663996186
165	0.06559469911
166	0.06522482401
167	0.06476812725
168	0.06434333945
169	0.0640681521
170	0.06369321597
171	0.06332637369
172	0.06313681721
173	0.0627962844
174	0.0625357639
175	0.06225895823
176	0.06207658695
177	0.0617810223
178	0.06143348473
179	0.06121085369
180	0.06081727968
181	0.06040232021
182	0.05993463174
183	0.05973913718
184	0.05948270381
185	0.05908037766
186	0.05875683306
187	0.05852835924
188	0.05825084755
189	0.05795302398
190	0.05729181778
191	0.05705276735
192	0.0567781332
193	0.05662299963
194	0.05638694055
195	0.05577583431
196	0.05557542755
197	0.05500733357
198	0.05433433453
199	0.05409339466
200	0.05393172697
201	0.0536385408
202	0.05338081077
203	0.053202502
204	0.05290123447
205	0.05268688111
206	0.05225260868
207	0.05194742636
208	0.05181178509
209	0.0516128791
210	0.05142032043
211	0.05114515915
212	0.05090900102
213	0.05076729623
214	0.05058813875
215	0.05045741453
216	0.0502135739
217	0.04975359384
218	0.0494280621
219	0.04909345169
220	0.04887380731
221	0.0487891653
222	0.04845342985
223	0.04820280942
224	0.048061082
225	0.04793594962
226	0.04771275567
227	0.04744389567
228	0.04713854925
229	0.04703111573
230	0.04675013991
231	0.0464822564
232	0.04608231103
233	0.04591399283
234	0.04569794566
235	0.04556164939
236	0.04541954537
237	0.04517797051
238	0.04500282304
239	0.04479094489
240	0.04464412973
241	0.04441902071
242	0.04405751411
243	0.04393165374
244	0.04375383052
245	0.04354375653
246	0.04339297982
247	0.04328635969
248	0.04311464157
249	0.0428586172
250	0.04272375935
251	0.04259176511
252	0.0424500445
253	0.04217985913
254	0.04195439373
255	0.04183613715
256	0.04163941347
257	0.04150258058
258	0.04128034538
259	0.04110142937
260	0.04086472438
261	0.04060010482
262	0.04047861602
263	0.04024556298
264	0.04007535101
265	0.03987677405
266	0.0396701074
267	0.03945560844
268	0.03935630039
269	0.03920918478
270	0.03903461175
271	0.03886745637
272	0.03875430546
273	0.03836640052
274	0.03816737155
275	0.03804116862
276	0.03790799745
277	0.03776739116
278	0.03764962848
279	0.03747035762
280	0.03732799701
281	0.03720182114
282	0.03708373659
283	0.03690427949
284	0.03673011864
285	0.03666393014
286	0.03652020279
287	0.03631349727
288	0.03618244673
289	0.03607723311
290	0.03594767975
291	0.03584659327
292	0.03578238435
293	0.03576888349
294	0.03563550786
295	0.03546131801
296	0.03536090194
297	0.03520163171
298	0.03512275207
299	0.03506311439
