Original Category,Encoded Value
D11,0
D12,1
D13,2
D14,3
D22,4
D23,5
D31,6
D32,7
D33,8
D41,9
D42,10
D43,11
D51,12
D52,13
D53,14
D54,15
D55,16
NSA,17
