PRIMARY_OFFENCE,OCC_MONTH,OCC_DOW,OCC_DAY,OCC_DOY,OCC_HOUR,REPORT_YEAR,REPORT_DOW,REPORT_DAY,REPORT_HOUR,DIVISION,PREMISES_TYPE,BIKE_MAKE,BIKE_TYPE,BIKE_SPEED,BIKE_COLOUR,BIKE_COST,STATUS,NEIGHBOURHOOD_158,NEIGHBOURHOOD_140,LAT_WGS84
7,3,3,23,54,14,2014,2,1,16,0,4,666,5,0.0,150,1000.0,1,71,32,43.66536832
7,3,3,23,54,14,2014,2,1,16,0,4,666,5,0.0,150,300.0,1,71,32,43.66536832
58,7,1,3,62,20,2014,1,3,21,12,4,652,4,1.0,9,1500.0,1,115,101,43.6582392
58,7,5,4,63,21,2014,5,4,21,16,1,403,3,16.0,9,800.0,1,38,35,43.67890233
58,7,1,3,62,19,2014,5,4,12,12,5,723,3,21.0,212,80.0,1,36,23,43.65494689
58,7,6,5,64,8,2014,4,6,10,13,5,754,0,1.0,9,550.0,1,7,6,43.66743411
58,7,4,6,65,9,2014,4,6,13,12,5,316,1,1.0,266,2000.0,1,93,79,43.6561629
58,7,6,5,64,8,2014,4,6,10,13,5,754,0,1.0,248,350.0,1,7,6,43.66743411
58,7,6,5,64,20,2014,4,6,9,12,0,315,1,1.0,0,2000.0,1,36,23,43.65431769
7,7,0,7,66,10,2014,0,7,11,16,3,170,3,21.0,33,400.0,1,101,89,43.67209025
58,7,6,5,64,10,2014,0,7,13,12,5,536,7,24.0,9,500.0,1,93,79,43.65452239
58,7,2,8,67,16,2014,2,8,22,13,5,754,7,7.0,9,500.0,1,153,6,43.6573981
58,7,2,8,67,7,2014,2,8,8,14,4,754,4,18.0,248,2500.0,1,82,70,43.71129466
7,3,3,23,54,15,2014,3,9,14,0,3,820,4,18.0,35,500.0,1,70,59,43.66797125
58,7,2,8,67,22,2014,3,9,19,14,5,297,8,1.0,248,1600.0,1,3,3,43.66803421
58,7,0,7,66,15,2014,1,10,11,13,5,552,7,27.0,116,700.0,1,7,6,43.66947301
58,3,2,9,40,20,2014,1,10,15,3,0,365,4,20.0,29,2200.0,1,74,62,43.6552299
58,7,2,8,67,9,2014,1,10,13,12,5,957,4,21.0,9,2000.0,1,21,19,43.6624204
58,7,1,10,69,19,2014,1,10,19,12,0,758,3,10.0,116,200.0,1,102,90,43.66728841
51,7,1,10,69,17,2014,5,11,11,0,4,804,7,18.0,133,400.0,1,120,107,43.66351106
51,7,1,10,69,17,2014,5,11,11,0,4,249,3,21.0,212,300.0,1,120,107,43.66351106
58,4,6,15,15,11,2014,6,12,11,16,6,1078,3,21.0,152,400.0,1,125,111,43.65240554
58,7,1,10,69,22,2014,6,12,13,12,1,758,8,32.0,9,500.0,1,93,79,43.6563597
58,7,6,12,71,19,2014,4,13,0,14,4,983,5,10.0,9,250.0,1,3,3,43.66945721
58,7,2,8,67,19,2014,4,13,14,9,5,758,8,1.0,212,500.0,1,14,12,43.69694343
58,7,5,11,70,11,2014,4,13,17,16,1,747,3,21.0,212,1000.0,1,55,46,43.66608898
58,7,3,16,75,0,2014,3,16,11,12,5,316,1,0.0,9,500.0,1,102,90,43.66763521
58,7,5,18,77,17,2014,5,18,17,12,0,758,1,6.0,9,689.2800293,1,36,23,43.6605698
58,7,3,16,75,9,2014,5,18,9,8,3,504,4,10.0,9,300.0,1,32,30,43.7752753
58,7,6,19,78,17,2014,6,19,18,12,2,888,7,7.0,160,300.0,1,36,23,43.6582069
58,7,4,20,79,13,2014,4,20,15,12,5,316,1,1.0,9,895.0,1,21,19,43.6643246
58,7,1,10,69,21,2014,4,20,15,14,3,554,3,12.0,212,200.0,1,123,83,43.70113152
58,7,0,14,73,19,2014,0,21,20,12,5,415,1,4.0,9,1000.0,1,25,23,43.6649204
58,7,6,19,78,10,2014,0,21,15,13,5,405,10,21.0,212,100.0,1,153,6,43.65572049
58,7,6,19,78,3,2014,0,21,11,14,3,754,3,18.0,212,300.0,1,82,70,43.70560277
58,7,6,19,78,3,2014,0,21,11,14,3,1046,3,18.0,225,400.0,1,82,70,43.70560277
58,7,0,21,80,9,2014,2,22,13,2,4,820,4,18.0,251,200.0,1,17,15,43.70169316
58,7,3,23,82,0,2014,3,23,13,3,5,1090,1,10.0,9,932.25,1,3,3,43.66960911
7,7,3,23,82,23,2014,1,24,19,4,3,554,3,8.0,248,500.0,1,88,75,43.63336134
58,7,1,24,83,12,2014,1,24,18,13,5,316,1,20.0,225,1800.0,1,25,23,43.6613701
58,7,5,25,84,6,2014,5,25,19,13,4,723,7,8.0,152,800.0,1,153,6,43.6577626
58,4,2,11,11,0,2014,6,26,9,3,1,957,1,0.0,116,2500.0,1,138,123,43.64696529
58,7,4,27,86,6,2014,4,27,15,15,5,1090,1,3.0,9,2000.0,1,104,91,43.70047341
58,7,4,27,86,4,2014,4,27,19,12,5,316,1,5.0,9,3000.0,1,36,23,43.65482919
58,7,4,27,86,20,2014,4,27,20,13,1,1078,4,3.0,9,0.0,1,74,62,43.6549232
58,7,0,28,87,15,2014,0,28,19,12,5,754,7,1.0,35,800.0,1,36,23,43.6582069
58,7,2,29,88,15,2014,2,29,21,12,5,316,1,1.0,116,800.0,1,21,19,43.66728841
58,7,5,18,77,18,2014,2,29,7,14,3,957,3,21.0,225,2000.0,1,82,70,43.70612667
58,7,5,25,84,12,2014,3,30,9,14,5,316,1,1.0,9,1025.0,1,119,105,43.67192891
58,7,3,30,89,12,2014,3,30,13,12,5,888,4,21.0,9,350.0,1,25,23,43.66872951
58,7,3,30,89,16,2014,3,30,17,16,3,316,1,2.0,35,1050.0,1,55,46,43.6753297
58,7,1,31,90,16,2014,1,31,17,3,5,758,4,6.0,212,200.0,1,109,95,43.66407251
58,7,3,30,89,17,2014,1,31,10,15,1,983,3,21.0,133,200.0,1,112,98,43.67866127
58,7,5,25,84,7,2014,1,31,7,2,4,862,3,20.0,222,2500.0,1,17,15,43.69847296
58,2,3,1,335,0,2014,5,1,8,2,0,361,7,1.0,212,450.0,1,152,136,43.67530402
58,0,5,1,91,19,2014,5,1,22,16,5,758,1,50.0,168,1300.0,1,16,14,43.67737717
58,4,0,31,31,21,2014,5,1,16,12,5,316,1,5.0,12,1815.0,1,25,23,43.67080371
58,0,5,1,91,12,2014,5,1,18,16,4,297,9,1.0,168,1400.0,1,125,111,43.67389798
58,7,1,31,90,10,2014,6,2,19,4,6,440,3,27.0,9,600.0,1,46,58,43.63940414
58,0,4,3,93,10,2014,4,3,18,0,3,554,3,21.0,212,1300.0,1,59,49,43.65775146
58,0,4,3,93,9,2014,4,3,15,16,2,754,1,32.0,248,1300.0,1,16,14,43.67664417
58,0,4,3,93,6,2014,4,3,15,16,3,415,1,4.0,178,650.0,1,55,46,43.68150171
58,0,6,2,92,16,2014,4,3,11,15,0,758,8,0.0,9,4000.0,0,137,122,43.72213046
7,0,5,1,91,7,2014,0,4,9,9,0,758,3,21.0,9,689.2800293,1,26,24,43.70744009
58,0,6,2,92,22,2014,0,4,17,16,4,804,7,15.0,212,600.0,1,16,14,43.67831938
58,0,0,4,94,6,2014,0,4,19,12,3,758,8,2.0,248,1000.0,1,21,19,43.6645055
7,0,5,1,91,7,2014,0,4,9,9,0,758,3,21.0,9,689.2800293,1,26,24,43.70744009
7,0,5,1,91,7,2014,0,4,9,9,0,758,5,21.0,9,689.2800293,1,26,24,43.70744009
7,0,5,1,91,7,2014,0,4,9,9,0,758,1,1.0,9,689.2800293,1,26,24,43.70744009
7,0,5,1,91,7,2014,0,4,9,9,0,758,1,1.0,178,689.2800293,1,26,24,43.70744009
58,4,1,27,27,18,2014,0,4,17,12,0,1120,1,1.0,9,2484.870117,1,25,23,43.6636958
58,0,2,5,95,1,2014,2,5,8,1,3,758,8,0.0,35,1000.0,1,117,103,43.68055482
58,0,0,4,94,21,2014,2,5,10,16,3,823,1,1.0,29,1300.0,1,16,14,43.67436746
58,0,0,4,94,22,2014,2,5,13,3,0,804,7,7.0,168,500.0,1,83,71,43.64947809
58,0,2,5,95,19,2014,3,6,8,12,5,1090,3,12.0,131,100.0,1,36,23,43.6562872
58,7,1,18,77,14,2014,1,7,12,3,5,754,5,18.0,212,860.0,0,52,88,43.63867078
58,0,3,6,96,18,2014,1,7,17,13,5,552,4,24.0,9,700.0,1,138,123,43.64912539
58,0,5,8,98,13,2014,5,8,18,12,5,754,5,10.0,212,800.0,1,36,23,43.6600569
58,0,5,8,98,10,2014,5,8,17,12,5,754,7,1.0,190,1100.0,1,36,23,43.6570209
58,0,1,7,97,23,2014,5,8,11,12,3,405,5,21.0,34,1300.0,1,93,79,43.6586559
58,0,5,8,98,15,2014,5,8,17,12,5,316,4,1.0,9,1300.0,1,25,23,43.6613701
58,7,4,6,65,14,2014,5,8,15,12,5,853,3,4.0,133,70.0,1,36,23,43.6566319
58,0,6,9,99,17,2014,6,9,19,3,1,957,1,40.0,53,1000.0,1,109,95,43.66115701
58,0,5,8,98,10,2014,6,9,13,13,1,1078,10,24.0,248,850.0,1,57,123,43.63944908
58,0,6,9,99,13,2014,6,9,16,0,4,754,4,1.0,248,350.0,1,37,34,43.65757081
58,0,5,8,98,2,2014,6,9,19,13,2,983,3,18.0,35,200.0,1,153,6,43.65390089
20,10,6,9,282,10,2014,6,9,18,0,1,615,5,11.0,9,3134.0,1,71,32,43.65909731
58,0,4,3,93,12,2014,6,9,16,3,5,369,8,1.0,212,4000.0,1,124,110,43.63589428
58,0,6,9,99,21,2014,4,10,13,3,0,730,4,24.0,9,600.0,1,57,123,43.64002068
58,0,4,10,100,21,2014,4,10,21,13,5,758,5,1.0,225,700.0,1,74,62,43.6567172
58,0,0,11,101,0,2014,0,11,17,2,3,405,3,24.0,227,550.0,1,107,93,43.69578387
58,0,4,10,100,8,2014,0,11,7,11,6,403,7,28.0,133,750.0,1,142,106,43.78103817
58,0,4,10,100,15,2014,0,11,14,12,0,314,1,30.0,212,900.0,1,25,23,43.67080371
58,0,0,11,101,13,2014,0,11,14,13,4,747,0,21.0,9,200.0,1,153,6,43.65188949
58,0,4,10,100,20,2014,0,11,20,15,3,1078,7,45.0,225,689.2800293,1,108,94,43.69180771
58,0,0,11,101,17,2014,0,11,23,12,5,1046,7,8.0,225,600.0,1,36,23,43.6560307
58,0,0,11,101,13,2014,0,11,22,14,5,547,1,0.0,248,1000.0,1,119,105,43.67216011
58,0,0,11,101,11,2014,0,11,11,14,5,1055,4,21.0,116,800.0,1,123,83,43.69613183
58,2,3,1,335,9,2014,2,12,14,2,4,170,3,21.0,35,200.0,1,17,15,43.69731596
58,0,0,11,101,18,2014,2,12,11,14,4,853,3,15.0,9,700.0,1,82,70,43.71167035
58,0,4,10,100,12,2014,2,12,14,13,5,537,3,21.0,35,600.0,1,138,123,43.64549678
58,0,0,11,101,8,2014,2,12,18,13,0,1046,5,12.0,212,2100.0,1,7,6,43.66819551
58,0,3,6,96,10,2014,2,12,8,13,4,314,1,1.0,9,1464.75,1,153,6,43.6575807
58,0,2,12,102,10,2014,2,12,19,13,5,730,4,27.0,133,800.0,1,153,6,43.6573088
61,7,0,14,73,19,2014,3,13,22,14,1,758,4,1.0,35,72.0,1,134,119,43.71036837
58,0,3,13,103,17,2014,3,13,19,2,4,169,3,21.0,248,400.0,1,152,136,43.67840922
58,0,3,13,103,12,2014,3,13,18,3,5,853,7,9.0,116,700.0,1,141,88,43.64535979
58,0,2,12,102,13,2014,3,13,9,13,5,804,5,9.0,248,550.0,1,74,62,43.6591935
58,1,4,30,243,12,2014,3,13,17,4,5,862,3,24.0,9,1000.0,1,46,58,43.64465007
58,9,0,15,319,23,2014,1,14,21,3,3,403,4,24.0,248,600.0,1,37,34,43.65861631
58,0,3,13,103,9,2014,1,14,23,13,1,754,3,21.0,225,0.0,1,153,6,43.64604769
58,9,0,15,319,23,2014,1,14,21,3,3,1078,3,15.0,9,50.0,1,37,34,43.65861631
58,0,1,14,104,12,2014,1,14,19,12,2,1046,5,10.0,35,1500.0,1,36,23,43.6601891
58,0,3,13,103,22,2014,1,14,10,3,3,600,3,21.0,9,500.0,1,37,34,43.65861631
58,0,2,12,102,14,2014,1,14,13,13,2,957,4,18.0,29,719.0,1,74,62,43.6591935
58,0,2,12,102,14,2014,1,14,13,13,2,820,4,12.0,248,600.0,1,74,62,43.6591935
58,0,3,13,103,17,2014,1,14,11,3,5,378,7,1.0,34,600.0,1,135,120,43.64706349
58,0,5,15,105,9,2014,5,15,9,14,5,758,3,21.0,49,500.0,1,119,105,43.67235631
58,0,4,10,100,3,2014,5,15,18,12,5,1046,7,1.0,9,700.0,1,93,79,43.65337439
55,11,2,28,271,10,2014,5,15,20,14,4,369,8,0.0,212,4200.0,1,119,105,43.68803364
58,0,6,9,99,8,2014,5,15,13,13,1,1078,5,27.0,9,689.2800293,1,57,123,43.64370268
58,0,4,10,100,11,2014,5,15,10,3,5,170,3,7.0,260,175.0,1,135,120,43.64932749
58,0,5,15,105,11,2014,5,15,17,12,5,1089,8,0.0,212,4000.0,1,115,101,43.6619431
55,0,6,9,99,18,2014,5,15,10,12,4,957,5,20.0,29,6789.0,1,126,123,43.64764839
58,0,2,12,102,12,2014,6,16,22,6,4,1089,4,3.0,9,689.2800293,1,15,13,43.76047649
58,0,1,7,97,9,2014,6,16,18,14,4,158,3,21.0,9,827.9500122,1,82,70,43.70404948
58,0,6,16,106,11,2014,6,16,18,3,5,758,7,4.0,190,40.0,1,74,62,43.64890059
58,0,1,7,97,18,2014,6,16,12,12,5,1055,3,21.0,9,600.0,1,21,19,43.66817371
58,0,1,7,97,9,2014,6,16,18,14,4,405,3,21.0,238,883.1500244,1,82,70,43.70404948
58,0,4,17,107,16,2014,4,17,19,3,2,1078,4,1.0,9,600.0,1,135,120,43.65218319
58,0,4,17,107,13,2014,4,17,19,13,5,853,4,8.0,9,1000.0,1,74,62,43.6586797
58,0,4,17,107,10,2014,4,17,11,12,5,537,1,1.0,35,500.0,1,36,23,43.65290919
58,0,6,16,106,14,2014,4,17,13,0,5,893,2,1.0,212,200.0,1,118,104,43.63994649
58,0,6,16,106,13,2014,4,17,11,13,2,957,4,18.0,9,750.0,1,136,121,43.66308831
58,0,4,17,107,20,2014,0,18,18,12,1,1078,7,1.0,9,600.0,1,102,90,43.67037081
58,0,0,18,108,11,2014,0,18,17,13,5,494,3,24.0,9,400.0,1,74,62,43.65333639
58,0,4,17,107,8,2014,0,18,13,15,0,1078,3,6.0,9,500.0,1,112,98,43.67880005
58,0,4,17,107,9,2014,0,18,12,14,5,754,5,40.0,248,689.2800293,1,155,137,43.7063519
58,0,4,17,107,15,2014,2,19,16,13,1,361,5,1.0,212,0.0,1,153,6,43.64791599
58,0,0,18,108,19,2014,2,19,11,0,6,758,4,3.0,0,600.0,1,59,49,43.65396783
58,0,0,18,108,23,2014,2,19,11,2,3,1175,3,18.0,225,400.0,1,152,136,43.67071132
58,0,2,19,109,13,2014,2,19,15,14,5,730,4,18.0,9,700.0,1,119,105,43.69018915
58,0,2,19,109,20,2014,2,19,21,12,5,316,1,3.0,178,1300.0,1,36,23,43.6593548
58,0,3,20,110,3,2014,3,20,14,12,0,997,4,15.0,225,300.0,1,25,23,43.6636958
58,0,3,20,110,13,2014,3,20,16,13,5,537,4,1.0,9,630.0,1,138,123,43.64659899
58,0,3,20,110,11,2014,1,21,19,3,6,754,5,1.0,9,700.0,0,52,88,43.63534918
58,0,0,18,108,23,2014,1,21,21,14,3,754,10,24.0,225,860.0,1,82,70,43.70883785
58,0,0,18,108,21,2014,1,21,21,16,3,314,1,32.0,116,900.0,1,101,89,43.67659146
58,0,0,18,108,23,2014,1,21,21,14,3,536,10,24.0,225,450.0,1,82,70,43.70883785
58,0,0,18,108,23,2014,1,21,21,14,3,1046,10,24.0,248,1000.0,1,82,70,43.70883785
58,0,1,21,111,2,2014,1,21,20,4,5,758,7,10.0,35,10.0,1,90,77,43.62082984
58,0,1,21,111,2,2014,1,21,20,4,5,758,7,10.0,9,10.0,1,90,77,43.62082984
58,0,0,11,101,12,2014,5,22,15,0,3,609,10,1.0,9,350.0,1,71,32,43.66632033
58,0,5,22,112,15,2014,5,22,16,11,1,512,7,1.0,33,600.0,1,13,11,43.77663627
58,0,1,21,111,17,2014,5,22,19,2,3,1078,7,18.0,9,0.0,1,71,32,43.66996892
58,0,2,19,109,19,2014,5,22,14,0,3,552,7,21.0,93,600.0,1,71,32,43.65977512
58,3,4,27,58,21,2014,5,22,14,12,0,1078,7,12.0,35,900.0,1,36,23,43.6609919
58,0,1,21,111,10,2014,5,22,10,3,5,229,2,1.0,225,1200.0,1,141,88,43.64471849
58,3,1,17,48,0,2014,5,22,11,7,0,723,5,10.0,35,1335.0,1,4,130,43.76034039
58,0,1,21,111,14,2014,5,22,13,13,5,238,4,3.0,9,500.0,1,153,6,43.65213469
58,0,6,23,113,13,2014,6,23,18,13,5,1089,7,15.0,42,689.2800293,1,153,6,43.6564308
58,0,5,22,112,16,2014,6,23,15,0,3,552,4,20.0,35,1000.0,1,71,32,43.66463002
58,0,3,20,110,12,2014,6,23,10,13,1,465,3,21.0,190,300.0,1,126,123,43.64330948
58,0,0,11,101,15,2014,6,23,13,13,0,800,4,1.0,9,450.0,1,153,6,43.65572049
58,0,1,21,111,20,2014,4,24,9,13,2,271,4,18.0,104,2000.0,1,136,121,43.66308831
58,0,5,22,112,20,2014,4,24,8,13,2,758,7,1.0,93,150.0,1,136,121,43.66542931
58,0,6,23,113,21,2014,4,24,8,14,1,758,3,1.0,133,2000.0,1,119,105,43.68899065
58,0,5,22,112,16,2014,4,24,8,14,2,772,7,12.0,116,350.0,1,3,3,43.66751211
58,0,2,12,102,17,2014,4,24,17,12,0,1078,1,32.0,83,1500.0,1,25,23,43.6628053
58,0,5,22,112,18,2014,0,25,7,13,2,170,7,1.0,212,100.0,1,136,121,43.66410731
58,0,3,20,110,8,2014,0,25,21,16,3,403,3,20.0,248,3000.0,1,125,111,43.66055892
58,0,6,23,113,19,2014,0,25,18,16,4,888,3,18.0,9,650.0,1,38,35,43.68192223
58,2,6,25,359,12,2014,0,25,10,14,1,615,5,21.0,42,1300.0,1,123,83,43.69737513
58,0,0,25,115,18,2014,2,26,9,12,2,723,3,21.0,35,300.0,1,36,23,43.6601891
58,0,4,24,114,11,2014,2,26,13,3,3,1090,10,1.0,104,10.0,1,83,71,43.6525295
58,0,0,25,115,14,2014,2,26,15,3,0,754,7,3.0,225,789.8699951,1,141,88,43.64213018
32,0,0,25,115,22,2014,2,26,8,0,5,1106,8,1.0,9,689.2800293,1,71,32,43.66683405
58,0,0,25,115,9,2014,2,26,16,12,5,537,4,18.0,212,960.0,1,126,123,43.64634929
58,0,3,27,117,10,2014,3,27,12,2,3,554,3,21.0,9,500.0,1,29,27,43.67461462
58,0,5,22,112,14,2014,3,27,13,14,3,758,8,0.0,44,150.0,0,10,9,43.71823396
58,0,2,26,116,2,2014,3,27,20,12,3,730,4,21.0,9,465.0,1,93,79,43.6588675
58,0,2,26,116,10,2014,1,28,13,0,5,378,4,1.0,9,800.0,1,37,34,43.65521641
58,0,2,19,109,12,2014,1,28,12,3,5,93,7,12.0,248,0.0,1,34,32,43.66250761
58,0,1,28,118,21,2014,5,29,10,13,1,1078,3,7.0,242,350.0,1,153,6,43.6590982
58,0,5,22,112,16,2014,5,29,7,14,5,772,7,0.0,114,350.0,1,3,3,43.66751211
