PRIMARY_OFFENCE,OCC_MONTH,OCC_DOW,OCC_DAY,OCC_DOY,OCC_HOUR,REPORT_YEAR,REPORT_DOW,REPORT_DAY,REPORT_HOUR,DIVISION,PREMISES_TYPE,BIKE_MAKE,BIKE_TYPE,BIKE_SPEED,BIKE_COLOUR,BIKE_COST,STATUS,NEIGHBOURHOOD_158,NEIGHBOURHOOD_140,LAT_WGS84
8,2,4,26,360,19,2014,6,1,17,3,1,356,5,21.0,240,1300.0,0,57,123,43.64002068
45,4,6,1,1,18,2014,6,1,18,3,3,1086,7,1.0,10,687.0,0,109,95,43.6605248
67,4,6,1,1,7,2014,6,1,7,3,0,1028,3,10.0,10,687.0,0,124,110,43.63765719
67,2,6,25,359,16,2014,4,2,16,12,0,147,3,21.0,253,1500.0,1,36,23,43.65237659
67,4,6,1,1,12,2014,4,2,20,13,0,409,4,9.0,36,1019.0,0,57,123,43.64277218
67,11,1,30,273,0,2014,4,2,12,3,0,749,3,21.0,10,750.0,0,74,62,43.64896379
67,2,1,30,364,17,2014,4,2,8,14,5,549,4,24.0,253,500.0,0,10,9,43.71842476
67,2,6,25,359,10,2014,4,2,14,12,5,96,10,25.0,216,400.0,1,21,19,43.66728841
67,2,5,31,365,0,2014,0,3,16,12,0,564,5,18.0,10,1500.0,0,36,23,43.65180399
67,2,5,31,365,0,2014,0,3,16,12,0,776,5,18.0,10,1200.0,0,36,23,43.65180399
67,5,1,1,182,0,2014,0,3,16,7,1,769,7,10.0,192,600.0,0,80,68,43.73114478
67,4,0,3,3,8,2014,2,4,18,2,4,776,3,18.0,135,560.0,1,67,56,43.68593171
67,4,2,4,4,18,2014,2,4,18,12,0,672,7,21.0,36,200.0,0,25,23,43.66378
67,2,1,23,357,9,2014,3,5,9,12,5,298,1,23.0,118,1000.0,1,36,23,43.6585105
60,4,2,4,4,20,2014,3,5,18,14,3,411,3,21.0,127,900.0,1,82,70,43.70586987
46,4,3,5,5,21,2014,1,6,12,7,3,1121,8,0.0,216,0.0,0,44,39,43.71860236
8,2,2,28,362,16,2014,1,6,20,7,3,401,3,0.0,268,1500.0,1,40,130,43.7793075
67,9,0,22,326,8,2014,5,7,13,16,0,411,4,3.0,280,1300.0,1,125,111,43.66227352
67,2,0,27,361,20,2014,6,8,9,3,5,37,1,1.0,216,3300.0,0,138,123,43.64696529
10,4,5,7,7,8,2014,6,8,11,16,4,411,3,21.0,232,150.0,0,125,111,43.66032544
67,4,3,5,5,23,2014,6,8,15,12,1,1152,1,23.0,10,1800.0,0,25,23,43.6618755
68,4,6,8,8,20,2014,6,8,21,12,0,776,7,21.0,10,479.0,0,93,79,43.6565283
67,4,0,10,10,6,2014,0,10,15,13,5,1028,4,24.0,135,400.0,1,126,123,43.64155728
67,4,0,10,10,9,2014,0,10,17,3,5,322,8,0.0,10,800.0,1,74,62,43.64943899
67,4,2,11,11,7,2014,2,11,21,3,3,173,4,5.0,36,200.0,0,3,3,43.67001422
67,4,2,11,11,7,2014,2,11,21,3,3,732,4,9.0,10,200.0,0,3,3,43.67001422
67,6,4,6,157,9,2014,2,11,10,13,1,1109,7,7.0,10,700.0,1,138,123,43.64605319
67,4,2,11,11,23,2014,1,13,17,15,0,265,3,18.0,49,900.0,1,19,17,43.68852459
67,4,1,13,13,6,2014,1,13,6,0,4,549,5,10.0,10,1100.0,1,83,71,43.64630249
67,4,6,8,8,17,2014,1,13,17,7,0,147,5,20.0,253,2399.0,0,4,130,43.75593079
67,4,5,14,14,10,2014,5,14,16,13,1,1109,7,10.0,180,2000.0,1,153,6,43.65027639
67,4,5,14,14,8,2014,5,14,17,4,2,776,7,3.0,36,600.0,0,98,85,43.5979723
67,4,6,15,15,21,2014,6,15,23,12,5,420,1,1.0,216,750.0,0,93,79,43.6581657
67,4,3,12,12,10,2014,4,16,12,3,0,917,3,21.0,85,300.0,0,57,123,43.64002068
67,4,2,18,18,4,2014,2,18,16,0,3,741,7,16.0,36,120.0,0,83,71,43.64630249
8,4,2,18,18,0,2014,2,18,14,9,3,1028,3,15.0,54,150.0,1,146,129,43.73068215
67,4,4,9,9,14,2014,3,19,14,0,4,448,3,21.0,10,350.0,1,71,32,43.66243942
38,4,0,17,17,20,2014,5,21,10,13,5,173,7,5.0,64,100.0,0,74,62,43.6558062
67,4,4,9,9,13,2014,5,21,11,3,3,566,7,21.0,118,2000.0,0,135,120,43.65137819
8,2,6,25,359,0,2014,6,22,16,2,3,987,3,21.0,216,500.0,1,67,56,43.6890839
8,2,6,25,359,0,2014,6,22,16,2,3,411,5,21.0,10,950.0,1,67,56,43.6890839
44,4,6,22,22,19,2014,6,22,19,11,1,987,5,14.0,10,3000.0,1,122,109,43.74317709
67,4,3,5,5,12,2014,0,24,18,12,5,1198,8,1.0,10,1800.0,0,21,19,43.6652129
64,4,2,25,25,18,2014,3,26,18,12,1,179,5,18.0,10,10000.0,0,126,123,43.65018529
67,4,1,27,27,17,2014,5,28,13,12,5,1077,7,10.0,253,1600.0,1,21,19,43.6652129
67,4,5,28,28,21,2014,5,28,21,14,5,1066,5,18.0,36,1000.0,0,123,83,43.70474261
67,4,1,27,27,17,2014,5,28,13,12,5,448,7,10.0,216,1100.0,0,21,19,43.6652129
8,4,5,28,28,19,2014,5,28,19,1,0,780,3,10.0,10,687.0,1,117,103,43.67258463
67,4,5,28,28,15,2014,6,29,21,14,1,221,4,0.0,36,687.0,0,134,119,43.70316888
67,4,6,29,29,8,2014,4,30,17,1,1,741,7,10.0,10,1800.0,1,70,59,43.67200084
67,4,0,31,31,11,2014,2,1,0,2,6,776,3,18.0,10,687.0,0,158,140,43.70831326
46,3,3,2,33,1,2014,3,2,21,15,0,448,3,8.0,135,200.0,1,19,17,43.68796619
67,3,2,1,32,15,2014,3,2,11,12,5,780,1,30.0,253,850.0,1,93,79,43.65337439
67,3,1,3,34,19,2014,5,4,9,7,4,890,3,21.0,118,1400.0,0,10,9,43.73213536
67,4,1,27,27,9,2014,5,4,9,0,3,1109,7,21.0,135,400.0,1,71,32,43.66104402
67,3,5,4,35,18,2014,6,5,18,12,5,852,1,1.0,216,400.0,0,21,19,43.6652129
67,3,5,4,35,17,2014,6,5,9,3,0,780,8,1.0,36,2000.0,1,124,110,43.63873149
67,4,0,31,31,15,2014,6,5,15,1,4,1033,3,24.0,118,500.0,1,117,103,43.67079933
67,3,0,7,38,17,2014,0,7,21,12,5,780,1,1.0,10,687.0,0,93,79,43.6572985
64,4,2,25,25,8,2014,2,8,16,13,1,918,5,18.0,10,9423.0,1,7,6,43.66854171
67,3,0,7,38,20,2014,3,9,18,15,1,926,3,21.0,10,2500.0,0,112,98,43.68293057
67,3,0,7,38,20,2014,3,9,18,15,1,780,5,18.0,253,4000.0,0,112,98,43.68293057
67,4,6,1,1,18,2014,5,11,18,13,0,776,1,32.0,272,1750.0,0,7,6,43.6624776
67,3,5,11,42,10,2014,5,11,10,14,1,987,5,22.0,216,3300.0,0,134,119,43.71287217
67,3,6,12,43,9,2014,6,12,17,2,5,776,1,1.0,10,1700.0,1,29,27,43.67868881
67,3,2,15,46,18,2014,2,15,19,3,5,549,4,21.0,21,200.0,0,74,62,43.64719409
8,3,3,16,47,19,2014,3,16,19,12,3,846,5,10.0,10,500.0,0,21,19,43.66652981
67,3,3,16,47,14,2014,1,17,5,13,5,252,7,21.0,95,150.0,0,25,23,43.6630379
67,3,3,16,47,20,2014,1,17,9,1,5,322,1,30.0,10,1500.0,1,144,127,43.70382996
67,4,6,15,15,0,2014,1,17,10,16,4,629,3,27.0,231,700.0,1,125,111,43.65943713
67,3,0,14,45,12,2014,1,17,12,3,5,830,3,18.0,10,100.0,1,136,121,43.66539041
67,4,0,17,17,6,2014,1,17,13,16,5,780,8,10.0,10,687.0,0,150,134,43.6753297
67,3,4,20,51,10,2014,4,20,10,9,1,846,3,10.0,216,687.0,1,33,31,43.74945276
67,3,6,19,50,23,2014,4,20,21,3,3,830,7,2.0,36,0.0,1,135,120,43.65137819
67,4,2,18,18,0,2014,1,24,15,13,0,409,3,21.0,10,1400.0,1,7,6,43.66743411
67,3,1,24,55,9,2014,1,24,15,5,3,300,1,1.0,10,2000.0,0,95,81,43.75098348
67,3,3,23,54,20,2014,1,24,7,2,3,780,4,0.0,36,687.0,1,17,15,43.69771626
67,3,1,24,55,20,2014,1,24,22,0,5,1014,7,1.0,10,0.0,0,59,49,43.66111477
67,3,5,25,56,8,2014,6,26,9,12,5,987,4,21.0,10,700.0,1,25,23,43.67023281
8,9,6,27,331,12,2014,4,27,18,3,0,392,10,7.0,216,250.0,1,74,62,43.64896379
8,3,3,23,54,14,2014,2,1,16,0,4,987,7,10.0,253,1850.0,1,71,32,43.66536832
8,3,3,23,54,14,2014,2,1,16,0,4,682,5,0.0,152,1000.0,1,71,32,43.66536832
8,3,3,23,54,14,2014,2,1,16,0,4,682,5,0.0,152,300.0,0,71,32,43.66536832
67,7,1,3,62,20,2014,1,3,21,12,4,667,4,1.0,10,1500.0,1,115,101,43.6582392
67,7,5,4,63,21,2014,5,4,21,16,1,409,3,16.0,10,800.0,0,38,35,43.67890233
67,7,1,3,62,19,2014,5,4,12,12,5,741,3,21.0,216,80.0,1,36,23,43.65494689
67,7,6,5,64,8,2014,4,6,10,13,5,776,0,1.0,10,550.0,0,7,6,43.66743411
67,7,4,6,65,9,2014,4,6,13,12,5,322,1,1.0,272,2000.0,0,93,79,43.6561629
67,7,6,5,64,8,2014,4,6,10,13,5,776,0,1.0,253,350.0,0,7,6,43.66743411
67,7,6,5,64,20,2014,4,6,9,12,0,321,1,1.0,0,2000.0,1,36,23,43.65431769
8,7,0,7,66,10,2014,0,7,11,16,3,173,3,21.0,34,400.0,1,101,89,43.67209025
67,7,6,5,64,10,2014,0,7,13,12,5,548,7,24.0,10,500.0,1,93,79,43.65452239
67,7,2,8,67,16,2014,2,8,22,13,5,776,7,7.0,10,500.0,1,153,6,43.6573981
67,7,2,8,67,7,2014,2,8,8,14,4,776,4,18.0,253,2500.0,0,82,70,43.71129466
8,3,3,23,54,15,2014,3,9,14,0,3,846,4,18.0,36,500.0,1,70,59,43.66797125
67,7,2,8,67,22,2014,3,9,19,14,5,302,8,1.0,253,1600.0,1,3,3,43.66803421
67,7,0,7,66,15,2014,1,10,11,13,5,564,7,27.0,118,700.0,1,7,6,43.66947301
67,3,2,9,40,20,2014,1,10,15,3,0,371,4,20.0,30,2200.0,1,74,62,43.6552299
67,7,2,8,67,9,2014,1,10,13,12,5,987,4,21.0,10,2000.0,0,21,19,43.6624204
67,7,1,10,69,19,2014,1,10,19,12,0,780,3,10.0,118,200.0,0,102,90,43.66728841
60,7,1,10,69,17,2014,5,11,11,0,4,830,7,18.0,135,400.0,1,120,107,43.66351106
60,7,1,10,69,17,2014,5,11,11,0,4,252,3,21.0,216,300.0,0,120,107,43.66351106
67,4,6,15,15,11,2014,6,12,11,16,6,1109,3,21.0,154,400.0,1,125,111,43.65240554
67,7,1,10,69,22,2014,6,12,13,12,1,780,8,32.0,10,500.0,1,93,79,43.6563597
67,7,6,12,71,19,2014,4,13,0,14,4,1014,5,10.0,10,250.0,0,3,3,43.66945721
67,7,2,8,67,19,2014,4,13,14,9,5,780,8,1.0,216,500.0,1,14,12,43.69694343
67,7,5,11,70,11,2014,4,13,17,16,1,769,3,21.0,216,1000.0,1,55,46,43.66608898
67,7,3,16,75,0,2014,3,16,11,12,5,322,1,0.0,10,500.0,1,102,90,43.66763521
67,7,5,18,77,17,2014,5,18,17,12,0,780,1,6.0,10,687.0,0,36,23,43.6605698
67,7,3,16,75,9,2014,5,18,9,8,3,514,4,10.0,10,300.0,0,32,30,43.7752753
67,7,6,19,78,17,2014,6,19,18,12,2,917,7,7.0,162,300.0,1,36,23,43.6582069
67,7,4,20,79,13,2014,4,20,15,12,5,322,1,1.0,10,895.0,0,21,19,43.6643246
67,7,1,10,69,21,2014,4,20,15,14,3,566,3,12.0,216,200.0,0,123,83,43.70113152
67,7,0,14,73,19,2014,0,21,20,12,5,421,1,4.0,10,1000.0,0,25,23,43.6649204
67,7,6,19,78,10,2014,0,21,15,13,5,411,10,21.0,216,100.0,0,153,6,43.65572049
67,7,6,19,78,3,2014,0,21,11,14,3,776,3,18.0,216,300.0,1,82,70,43.70560277
67,7,6,19,78,3,2014,0,21,11,14,3,1077,3,18.0,229,400.0,1,82,70,43.70560277
67,7,0,21,80,9,2014,2,22,13,2,4,846,4,18.0,256,200.0,0,17,15,43.70169316
67,7,3,23,82,0,2014,3,23,13,3,5,1121,1,10.0,10,932.25,0,3,3,43.66960911
8,7,3,23,82,23,2014,1,24,19,4,3,566,3,8.0,253,500.0,1,88,75,43.63336134
67,7,1,24,83,12,2014,1,24,18,13,5,322,1,20.0,229,1800.0,1,25,23,43.6613701
67,7,5,25,84,6,2014,5,25,19,13,4,741,7,8.0,154,800.0,1,153,6,43.6577626
67,4,2,11,11,0,2014,6,26,9,3,1,987,1,0.0,118,2500.0,1,138,123,43.64696529
45,7,4,20,79,7,2014,6,26,9,14,5,922,3,18.0,253,687.0,0,134,119,43.71144467
67,7,4,27,86,6,2014,4,27,15,15,5,1121,1,3.0,10,2000.0,0,104,91,43.70047341
67,7,4,27,86,4,2014,4,27,19,12,5,322,1,5.0,10,3000.0,1,36,23,43.65482919
67,7,4,27,86,20,2014,4,27,20,13,1,1109,4,3.0,10,0.0,1,74,62,43.6549232
67,7,0,28,87,15,2014,0,28,19,12,5,776,7,1.0,36,800.0,1,36,23,43.6582069
67,7,2,29,88,15,2014,2,29,21,12,5,322,1,1.0,118,800.0,0,21,19,43.66728841
67,7,5,18,77,18,2014,2,29,7,14,3,987,3,21.0,229,2000.0,0,82,70,43.70612667
67,7,5,25,84,12,2014,3,30,9,14,5,322,1,1.0,10,1025.0,0,119,105,43.67192891
67,7,3,30,89,12,2014,3,30,13,12,5,917,4,21.0,10,350.0,0,25,23,43.66872951
67,7,3,30,89,16,2014,3,30,17,16,3,322,1,2.0,36,1050.0,0,55,46,43.6753297
67,7,1,31,90,16,2014,1,31,17,3,5,780,4,6.0,216,200.0,1,109,95,43.66407251
67,7,3,30,89,17,2014,1,31,10,15,1,1014,3,21.0,135,200.0,0,112,98,43.67866127
67,7,5,25,84,7,2014,1,31,7,2,4,890,3,20.0,226,2500.0,0,17,15,43.69847296
28,2,3,1,335,0,2014,1,31,18,7,5,395,3,10.0,10,687.0,1,154,130,43.77608199
67,2,3,1,335,0,2014,5,1,8,2,0,367,7,1.0,216,450.0,0,152,136,43.67530402
67,0,5,1,91,19,2014,5,1,22,16,5,780,1,50.0,170,1300.0,0,16,14,43.67737717
67,4,0,31,31,21,2014,5,1,16,12,5,322,1,5.0,13,1815.0,1,25,23,43.67080371
67,0,5,1,91,12,2014,5,1,18,16,4,302,9,1.0,170,1400.0,0,125,111,43.67389798
67,7,1,31,90,10,2014,6,2,19,4,6,448,3,27.0,10,600.0,0,46,58,43.63940414
67,0,4,3,93,10,2014,4,3,18,0,3,566,3,21.0,216,1300.0,0,59,49,43.65775146
67,0,4,3,93,9,2014,4,3,15,16,2,776,1,32.0,253,1300.0,0,16,14,43.67664417
67,0,4,3,93,6,2014,4,3,15,16,3,421,1,4.0,180,650.0,1,55,46,43.68150171
67,0,6,2,92,16,2014,4,3,11,15,0,780,8,0.0,10,4000.0,1,137,122,43.72213046
8,0,5,1,91,7,2014,0,4,9,9,0,780,3,21.0,10,687.0,1,26,24,43.70744009
67,0,6,2,92,22,2014,0,4,17,16,4,830,7,15.0,216,600.0,1,16,14,43.67831938
67,0,0,4,94,6,2014,0,4,19,12,3,780,8,2.0,253,1000.0,1,21,19,43.6645055
8,0,5,1,91,7,2014,0,4,9,9,0,780,3,21.0,10,687.0,0,26,24,43.70744009
8,0,5,1,91,7,2014,0,4,9,9,0,780,5,21.0,10,687.0,1,26,24,43.70744009
8,0,5,1,91,7,2014,0,4,9,9,0,780,1,1.0,10,687.0,0,26,24,43.70744009
8,0,5,1,91,7,2014,0,4,9,9,0,780,1,1.0,180,687.0,1,26,24,43.70744009
67,4,1,27,27,18,2014,0,4,17,12,0,1151,1,1.0,10,2484.870117,1,25,23,43.6636958
67,0,2,5,95,1,2014,2,5,8,1,3,780,8,0.0,36,1000.0,1,117,103,43.68055482
67,0,0,4,94,21,2014,2,5,10,16,3,850,1,1.0,30,1300.0,0,16,14,43.67436746
67,0,0,4,94,22,2014,2,5,13,3,0,830,7,7.0,170,500.0,0,83,71,43.64947809
67,0,2,5,95,19,2014,3,6,8,12,5,1121,3,12.0,133,100.0,0,36,23,43.6562872
67,7,1,18,77,14,2014,1,7,12,3,5,776,5,18.0,216,860.0,0,52,88,43.63867078
67,0,3,6,96,18,2014,1,7,17,13,5,564,4,24.0,10,700.0,1,138,123,43.64912539
67,0,5,8,98,13,2014,5,8,18,12,5,776,5,10.0,216,800.0,0,36,23,43.6600569
67,0,5,8,98,10,2014,5,8,17,12,5,776,7,1.0,192,1100.0,1,36,23,43.6570209
67,0,1,7,97,23,2014,5,8,11,12,3,411,5,21.0,35,1300.0,0,93,79,43.6586559
67,0,5,8,98,15,2014,5,8,17,12,5,322,4,1.0,10,1300.0,0,25,23,43.6613701
67,7,4,6,65,14,2014,5,8,15,12,5,881,3,4.0,135,70.0,1,36,23,43.6566319
67,0,6,9,99,17,2014,6,9,19,3,1,987,1,40.0,54,1000.0,0,109,95,43.66115701
67,0,5,8,98,10,2014,6,9,13,13,1,1109,10,24.0,253,850.0,1,57,123,43.63944908
67,0,6,9,99,10,2014,6,9,10,12,5,322,1,1.0,255,687.0,1,25,23,43.6613701
67,0,6,9,99,13,2014,6,9,16,0,4,776,4,1.0,253,350.0,1,37,34,43.65757081
67,0,5,8,98,2,2014,6,9,19,13,2,1014,3,18.0,36,200.0,0,153,6,43.65390089
23,10,6,9,282,10,2014,6,9,18,0,1,629,5,11.0,10,3134.0,0,71,32,43.65909731
67,0,4,3,93,12,2014,6,9,16,3,5,375,8,1.0,216,4000.0,1,124,110,43.63589428
67,0,6,9,99,21,2014,4,10,13,3,0,749,4,24.0,10,600.0,0,57,123,43.64002068
67,0,4,10,100,21,2014,4,10,21,13,5,780,5,1.0,229,700.0,1,74,62,43.6567172
67,0,0,11,101,0,2014,0,11,17,2,3,411,3,24.0,231,550.0,1,107,93,43.69578387
67,0,4,10,100,8,2014,0,11,7,11,6,409,7,28.0,135,750.0,0,142,106,43.78103817
67,0,4,10,100,15,2014,0,11,14,12,0,320,1,30.0,216,900.0,0,25,23,43.67080371
67,0,0,11,101,13,2014,0,11,14,13,4,769,0,21.0,10,200.0,1,153,6,43.65188949
67,0,4,10,100,20,2014,0,11,20,15,3,1109,7,45.0,229,687.0,0,108,94,43.69180771
67,0,0,11,101,17,2014,0,11,23,12,5,1077,7,8.0,229,600.0,0,36,23,43.6560307
67,0,0,11,101,13,2014,0,11,22,14,5,559,1,0.0,253,1000.0,0,119,105,43.67216011
67,0,0,11,101,11,2014,0,11,11,14,5,1086,4,21.0,118,800.0,1,123,83,43.69613183
67,2,3,1,335,9,2014,2,12,14,2,4,173,3,21.0,36,200.0,1,17,15,43.69731596
67,0,0,11,101,18,2014,2,12,11,14,4,881,3,15.0,10,700.0,0,82,70,43.71167035
67,0,4,10,100,12,2014,2,12,14,13,5,549,3,21.0,36,600.0,1,138,123,43.64549678
67,0,0,11,101,13,2014,2,12,14,6,0,1109,1,3.0,216,962.7600098,1,157,139,43.75723507
67,0,0,11,101,8,2014,2,12,18,13,0,1077,5,12.0,216,2100.0,1,7,6,43.66819551
67,0,3,6,96,10,2014,2,12,8,13,4,320,1,1.0,10,1464.75,0,153,6,43.6575807
67,0,2,12,102,10,2014,2,12,19,13,5,749,4,27.0,135,800.0,0,153,6,43.6573088
70,7,0,14,73,19,2014,3,13,22,14,1,780,4,1.0,36,72.0,1,134,119,43.71036837
67,0,3,13,103,17,2014,3,13,19,2,4,172,3,21.0,253,400.0,1,152,136,43.67840922
67,0,3,13,103,12,2014,3,13,18,3,5,881,7,9.0,118,700.0,1,141,88,43.64535979
67,0,2,12,102,13,2014,3,13,9,13,5,830,5,9.0,253,550.0,1,74,62,43.6591935
67,1,4,30,243,12,2014,3,13,17,4,5,890,3,24.0,10,1000.0,1,46,58,43.64465007
67,9,0,15,319,23,2014,1,14,21,3,3,409,4,24.0,253,600.0,1,37,34,43.65861631
67,0,3,13,103,9,2014,1,14,23,13,1,776,3,21.0,229,0.0,0,153,6,43.64604769
67,9,0,15,319,23,2014,1,14,21,3,3,1109,3,15.0,10,50.0,1,37,34,43.65861631
67,0,1,14,104,12,2014,1,14,19,12,2,1077,5,10.0,36,1500.0,0,36,23,43.6601891
67,0,3,13,103,22,2014,1,14,10,3,3,613,3,21.0,10,500.0,1,37,34,43.65861631
67,0,2,12,102,14,2014,1,14,13,13,2,987,4,18.0,30,719.0,1,74,62,43.6591935
67,0,2,12,102,14,2014,1,14,13,13,2,846,4,12.0,253,600.0,0,74,62,43.6591935
67,0,3,13,103,17,2014,1,14,11,3,5,384,7,1.0,35,600.0,1,135,120,43.64706349
67,0,5,15,105,9,2014,5,15,9,14,5,780,3,21.0,50,500.0,0,119,105,43.67235631
67,0,4,10,100,3,2014,5,15,18,12,5,1077,7,1.0,10,700.0,0,93,79,43.65337439
64,11,2,28,271,10,2014,5,15,20,14,4,375,8,0.0,216,4200.0,0,119,105,43.68803364
67,0,6,9,99,8,2014,5,15,13,13,1,1109,5,27.0,10,687.0,0,57,123,43.64370268
67,0,4,10,100,11,2014,5,15,10,3,5,173,3,7.0,265,175.0,0,135,120,43.64932749
67,0,5,15,105,11,2014,5,15,17,12,5,1120,8,0.0,216,4000.0,1,115,101,43.6619431
64,0,6,9,99,18,2014,5,15,10,12,4,987,5,20.0,30,6789.0,1,126,123,43.64764839
67,0,2,12,102,12,2014,6,16,22,6,4,1120,4,3.0,10,687.0,0,15,13,43.76047649
67,0,1,7,97,9,2014,6,16,18,14,4,161,3,21.0,10,827.9500122,1,82,70,43.70404948
67,0,6,16,106,11,2014,6,16,18,3,5,780,7,4.0,192,40.0,1,74,62,43.64890059
67,0,1,7,97,18,2014,6,16,12,12,5,1086,3,21.0,10,600.0,1,21,19,43.66817371
67,0,1,7,97,9,2014,6,16,18,14,4,411,3,21.0,243,883.1500244,1,82,70,43.70404948
67,0,4,17,107,16,2014,4,17,19,3,2,1109,4,1.0,10,600.0,0,135,120,43.65218319
67,0,4,17,107,13,2014,4,17,19,13,5,881,4,8.0,10,1000.0,0,74,62,43.6586797
67,0,4,17,107,10,2014,4,17,11,12,5,549,1,1.0,36,500.0,1,36,23,43.65290919
67,0,6,16,106,14,2014,4,17,13,0,5,922,2,1.0,216,200.0,0,118,104,43.63994649
67,0,6,16,106,13,2014,4,17,11,13,2,987,4,18.0,10,750.0,1,136,121,43.66308831
67,0,4,17,107,20,2014,0,18,18,12,1,1109,7,1.0,10,600.0,1,102,90,43.67037081
67,0,0,18,108,11,2014,0,18,17,13,5,502,3,24.0,10,400.0,1,74,62,43.65333639
67,0,4,17,107,8,2014,0,18,13,15,0,1109,3,6.0,10,500.0,0,112,98,43.67880005
67,0,4,17,107,9,2014,0,18,12,14,5,776,5,40.0,253,687.0,0,155,137,43.7063519
67,0,4,17,107,15,2014,2,19,16,13,1,367,5,1.0,216,0.0,1,153,6,43.64791599
67,0,0,18,108,19,2014,2,19,11,0,6,780,4,3.0,0,600.0,0,59,49,43.65396783
67,0,0,18,108,23,2014,2,19,11,2,3,1207,3,18.0,229,400.0,0,152,136,43.67071132
67,0,2,19,109,13,2014,2,19,15,14,5,749,4,18.0,10,700.0,0,119,105,43.69018915
67,0,2,19,109,20,2014,2,19,21,12,5,322,1,3.0,180,1300.0,1,36,23,43.6593548
67,0,3,20,110,3,2014,3,20,14,12,0,1028,4,15.0,229,300.0,1,25,23,43.6636958
67,0,3,20,110,13,2014,3,20,16,13,5,549,4,1.0,10,630.0,0,138,123,43.64659899
67,0,3,20,110,11,2014,1,21,19,3,6,776,5,1.0,10,700.0,1,52,88,43.63534918
67,0,0,18,108,23,2014,1,21,21,14,3,776,10,24.0,229,860.0,1,82,70,43.70883785
67,0,0,18,108,21,2014,1,21,21,16,3,320,1,32.0,118,900.0,1,101,89,43.67659146
67,0,0,18,108,23,2014,1,21,21,14,3,548,10,24.0,229,450.0,1,82,70,43.70883785
67,0,0,18,108,23,2014,1,21,21,14,3,1077,10,24.0,253,1000.0,1,82,70,43.70883785
67,0,1,21,111,2,2014,1,21,20,4,5,780,7,10.0,36,10.0,0,90,77,43.62082984
67,0,1,21,111,2,2014,1,21,20,4,5,780,7,10.0,10,10.0,0,90,77,43.62082984
67,0,0,11,101,12,2014,5,22,15,0,3,623,10,1.0,10,350.0,1,71,32,43.66632033
67,0,5,22,112,15,2014,5,22,16,11,1,522,7,1.0,34,600.0,1,13,11,43.77663627
67,0,1,21,111,17,2014,5,22,19,2,3,1109,7,18.0,10,0.0,1,71,32,43.66996892
67,0,2,19,109,19,2014,5,22,14,0,3,564,7,21.0,95,600.0,0,71,32,43.65977512
67,3,4,27,58,21,2014,5,22,14,12,0,1109,7,12.0,36,900.0,0,36,23,43.6609919
45,0,5,22,112,12,2014,5,22,13,8,5,1028,3,10.0,216,300.0,0,8,7,43.7714399
67,0,1,21,111,10,2014,5,22,10,3,5,232,2,1.0,229,1200.0,1,141,88,43.64471849
67,3,1,17,48,0,2014,5,22,11,7,0,741,5,10.0,36,1335.0,1,4,130,43.76034039
67,0,1,21,111,14,2014,5,22,13,13,5,241,4,3.0,10,500.0,1,153,6,43.65213469
67,0,6,23,113,13,2014,6,23,18,13,5,1120,7,15.0,43,687.0,1,153,6,43.6564308
67,0,5,22,112,16,2014,6,23,15,0,3,564,4,20.0,36,1000.0,0,71,32,43.66463002
67,0,3,20,110,12,2014,6,23,10,13,1,473,3,21.0,192,300.0,0,126,123,43.64330948
67,0,0,11,101,15,2014,6,23,13,13,0,826,4,1.0,10,450.0,0,153,6,43.65572049
67,0,1,21,111,20,2014,4,24,9,13,2,275,4,18.0,106,2000.0,0,136,121,43.66308831
67,0,5,22,112,20,2014,4,24,8,13,2,780,7,1.0,95,150.0,0,136,121,43.66542931
67,0,6,23,113,21,2014,4,24,8,14,1,780,3,1.0,135,2000.0,0,119,105,43.68899065
67,0,5,22,112,16,2014,4,24,8,14,2,797,7,12.0,118,350.0,1,3,3,43.66751211
67,0,2,12,102,17,2014,4,24,17,12,0,1109,1,32.0,85,1500.0,0,25,23,43.6628053
67,0,5,22,112,18,2014,0,25,7,13,2,173,7,1.0,216,100.0,1,136,121,43.66410731
67,0,3,20,110,8,2014,0,25,21,16,3,409,3,20.0,253,3000.0,1,125,111,43.66055892
67,0,6,23,113,19,2014,0,25,18,16,4,917,3,18.0,10,650.0,0,38,35,43.68192223
67,2,6,25,359,12,2014,0,25,10,14,1,629,5,21.0,43,1300.0,0,123,83,43.69737513
67,0,0,25,115,18,2014,2,26,9,12,2,741,3,21.0,36,300.0,1,36,23,43.6601891
67,0,4,24,114,11,2014,2,26,13,3,3,1121,10,1.0,106,10.0,1,83,71,43.6525295
67,0,0,25,115,14,2014,2,26,15,3,0,776,7,3.0,229,789.8699951,0,141,88,43.64213018
38,0,0,25,115,22,2014,2,26,8,0,5,1137,8,1.0,10,687.0,0,71,32,43.66683405
67,0,0,25,115,9,2014,2,26,16,12,5,549,4,18.0,216,960.0,1,126,123,43.64634929
67,0,3,27,117,10,2014,3,27,12,2,3,566,3,21.0,10,500.0,0,29,27,43.67461462
67,0,5,22,112,14,2014,3,27,13,14,3,780,8,0.0,45,150.0,1,10,9,43.71823396
67,0,2,26,116,2,2014,3,27,20,12,3,749,4,21.0,10,465.0,1,93,79,43.6588675
